AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
4.26,17.02,6.38,2.13,4.26,10.64,2.13,0.0,12.77,0.0,6.38,6.38,0.0,2.13,4.26,6.38,2.13,6.38,0.0,6.38
3.99,0.85,5.13,6.55,3.42,3.99,1.71,13.68,5.41,11.11,1.99,7.41,2.28,5.98,3.42,7.98,9.12,2.85,0.28,2.85
3.73,0.75,2.99,8.96,8.96,8.21,0.75,3.73,6.72,9.7,0.75,0.0,11.94,0.0,11.94,11.19,2.99,5.97,0.0,0.75
7.91,0.72,4.32,4.68,5.4,4.32,0.0,7.91,8.63,8.99,1.8,5.76,3.24,2.88,2.88,7.19,11.87,5.76,1.44,4.32
2.71,1.58,6.56,9.73,6.56,3.17,2.26,10.18,8.82,9.5,1.36,4.3,4.07,2.26,4.75,7.24,5.88,3.39,1.36,4.3
3.97,0.0,5.3,11.26,1.32,3.31,0.0,5.3,21.85,6.62,1.99,2.65,2.65,6.62,11.26,2.65,7.28,3.31,0.0,2.65
11.69,7.79,6.49,6.49,3.9,3.9,1.3,3.9,3.9,6.49,3.9,6.49,6.49,1.3,6.49,6.49,6.49,3.9,1.3,1.3
4.8,8.0,6.4,6.4,5.6,4.0,0.8,5.6,5.6,8.0,4.8,4.8,4.0,1.6,3.2,10.4,4.8,6.4,0.8,4.0
1.52,12.12,7.58,1.52,6.06,4.55,0.0,10.61,18.18,4.55,0.0,1.52,7.58,4.55,3.03,6.06,4.55,3.03,1.52,1.52
8.08,0.82,5.62,5.48,3.7,8.22,2.74,2.47,2.88,8.36,1.51,4.93,6.16,4.79,6.99,6.58,5.21,6.85,3.29,5.34
9.47,6.32,7.37,3.16,6.32,12.63,3.16,4.21,6.32,4.21,3.16,4.21,6.32,5.26,1.05,3.16,4.21,4.21,1.05,4.21
9.83,1.03,6.45,5.89,3.78,7.12,2.43,4.81,4.18,9.67,2.07,4.14,4.26,2.87,6.09,7.72,5.69,7.6,1.51,2.87
9.42,0.19,6.15,13.27,1.15,5.19,3.46,9.23,7.12,9.81,2.69,2.69,2.12,2.88,8.46,4.62,3.85,6.15,0.0,1.54
4.26,6.38,6.38,6.38,5.32,6.38,3.19,6.38,0.0,11.7,5.32,2.13,8.51,4.26,8.51,4.26,1.06,8.51,0.0,1.06
3.75,7.5,2.5,7.5,1.25,11.25,1.25,3.75,3.75,8.75,3.75,3.75,1.25,5.0,11.25,5.0,8.75,8.75,0.0,1.25
10.37,0.58,4.32,4.61,3.46,8.36,1.15,7.49,5.48,7.49,2.31,3.75,4.61,2.59,5.48,9.51,6.05,7.78,1.73,2.88
7.46,4.39,3.95,5.7,8.33,9.21,1.32,10.96,7.02,8.77,3.51,3.51,1.75,3.07,2.19,3.95,3.95,6.58,1.32,3.07
17.0,2.0,4.0,6.0,1.0,7.0,3.0,4.0,0.0,14.0,2.0,3.0,8.0,2.0,6.0,3.0,4.0,12.0,1.0,1.0
9.05,0.0,4.02,4.02,2.51,7.54,2.01,3.52,2.01,12.56,5.53,2.51,5.53,7.04,8.54,6.03,6.03,7.54,2.51,1.51
3.9,1.95,9.74,6.49,4.55,5.84,2.6,7.79,5.84,7.79,4.55,9.09,4.55,2.6,3.25,6.49,2.6,6.49,0.65,3.25
13.27,0.0,7.14,7.14,0.0,9.18,4.08,5.1,1.02,10.2,1.02,2.04,6.12,2.04,11.22,7.14,5.1,6.12,1.02,1.02
9.8,2.03,5.41,4.73,4.39,8.45,2.03,6.08,4.05,10.47,2.36,2.7,3.38,3.04,7.09,9.12,6.42,5.74,0.34,2.36
10.87,1.09,3.26,4.35,2.17,4.35,0.0,4.35,10.87,9.78,6.52,4.35,4.35,5.43,3.26,6.52,8.7,4.35,2.17,3.26
5.37,0.0,6.15,6.54,3.14,4.71,1.31,7.46,7.85,8.12,1.31,9.03,3.8,4.19,3.8,9.42,7.59,5.63,0.92,3.66
10.71,5.36,3.57,12.5,5.36,1.79,1.79,5.36,3.57,8.93,3.57,12.5,1.79,5.36,1.79,10.71,0.0,1.79,0.0,3.57
6.74,7.87,3.37,10.11,4.49,3.37,0.0,2.25,10.11,11.24,3.37,5.62,1.12,2.25,3.37,12.36,1.12,7.87,1.12,2.25
8.64,0.69,5.01,6.22,3.8,6.39,1.73,4.32,6.74,10.88,2.94,3.8,4.15,2.42,6.04,5.01,7.43,7.08,1.9,4.84
6.6,3.3,5.42,3.77,3.3,8.49,3.77,2.36,5.19,8.49,2.59,5.9,8.25,4.95,6.37,5.66,6.6,5.42,0.94,2.59
9.0,2.0,7.0,7.0,4.0,6.0,2.0,2.0,3.0,14.0,2.0,0.0,5.0,3.0,9.0,10.0,6.0,7.0,2.0,0.0
7.23,10.84,2.41,12.05,3.61,7.23,0.0,6.02,3.61,6.02,4.82,3.61,2.41,1.2,6.02,4.82,9.64,6.02,1.2,1.2
6.25,0.0,6.25,2.08,9.38,4.17,0.0,11.46,3.12,16.67,8.33,1.04,3.12,7.29,2.08,3.12,4.17,4.17,4.17,3.12
15.28,0.0,6.25,2.78,3.47,5.56,3.47,2.78,2.08,13.19,1.39,3.47,6.25,1.39,6.94,4.86,4.86,11.11,2.78,2.08
9.02,0.79,4.66,4.86,4.36,5.35,2.58,6.34,1.98,8.92,1.98,6.05,4.66,4.26,4.46,6.24,9.22,6.74,2.08,5.45
7.76,1.26,5.78,6.5,4.33,6.68,3.07,5.78,3.97,10.65,2.35,4.87,3.97,4.33,5.05,7.58,5.23,6.86,1.44,2.53
3.12,14.06,3.12,3.12,3.12,7.81,7.81,6.25,1.56,3.12,0.0,1.56,6.25,4.69,12.5,12.5,3.12,3.12,0.0,3.12
10.45,4.48,3.48,8.96,1.99,2.49,3.48,4.98,10.95,5.97,0.5,4.48,3.48,6.97,11.44,4.48,2.99,3.48,2.99,1.99
8.63,1.46,4.0,5.01,4.19,6.85,2.16,6.03,3.36,14.34,1.9,2.35,3.05,4.12,5.33,9.64,6.47,6.85,1.33,2.92
5.26,3.29,1.97,1.97,13.16,1.97,1.97,9.21,1.97,15.79,1.97,1.97,4.61,0.66,1.97,14.47,5.92,7.24,0.66,3.95
6.17,7.41,2.47,6.17,2.47,4.94,0.0,4.94,16.05,14.81,3.7,4.94,2.47,2.47,4.94,3.7,4.94,4.94,0.0,2.47
11.31,1.82,2.37,2.19,5.47,10.22,1.09,8.21,3.1,12.04,1.64,2.92,4.38,3.83,2.92,7.66,5.29,8.76,2.01,2.74
9.22,1.42,6.03,5.67,6.03,9.22,3.55,4.26,2.48,7.8,2.48,3.19,5.32,3.55,4.96,6.74,5.32,8.16,0.71,3.9
6.27,1.48,4.43,7.93,4.43,3.87,2.95,5.72,4.98,10.52,2.21,3.51,5.9,4.24,7.01,8.3,5.54,4.98,2.21,3.51
3.66,8.54,10.98,12.2,6.1,3.66,1.22,6.1,6.1,3.66,1.22,3.66,6.1,2.44,0.0,4.88,7.32,7.32,0.0,4.88
10.78,0.9,5.39,7.19,1.8,7.19,2.1,4.79,6.59,8.08,2.69,7.19,2.69,1.2,3.29,6.59,6.59,11.68,0.6,2.69
4.35,11.59,7.25,5.8,5.8,4.35,4.35,2.9,18.84,2.9,4.35,2.9,1.45,2.9,4.35,2.9,4.35,5.8,0.0,2.9
9.62,7.69,1.92,1.92,1.92,5.77,3.85,7.69,3.85,17.31,5.77,5.77,1.92,1.92,5.77,3.85,3.85,9.62,0.0,0.0
9.55,6.74,3.93,3.93,3.37,5.06,4.49,1.69,7.87,11.24,1.69,4.49,3.93,2.81,5.06,7.3,7.87,4.49,2.25,2.25
7.55,0.0,6.6,3.77,2.83,8.49,2.83,4.72,2.83,4.72,3.77,0.0,5.66,3.77,10.38,4.72,5.66,16.04,0.94,4.72
5.74,3.28,3.28,9.02,4.92,5.74,2.46,2.46,0.82,8.2,4.92,0.82,8.2,4.1,13.93,6.56,5.74,8.2,0.82,0.82
12.1,1.61,9.68,12.9,3.23,4.03,0.0,2.42,13.71,11.29,3.23,1.61,1.61,0.81,3.23,5.65,0.81,4.84,0.81,6.45
9.33,5.33,5.33,6.67,4.0,5.33,1.33,5.33,10.67,10.67,1.33,4.0,5.33,1.33,2.67,8.0,5.33,6.67,0.0,1.33
8.62,1.72,7.76,7.76,7.76,1.72,0.0,4.31,11.21,6.03,5.17,7.76,1.72,6.9,5.17,1.72,5.17,5.17,1.72,2.59
6.56,1.99,6.36,7.16,5.37,5.77,1.99,7.36,8.15,8.95,2.19,4.77,2.19,2.19,5.17,6.96,4.77,6.76,0.4,4.97
5.33,10.67,8.0,2.67,1.33,9.33,2.67,6.67,5.33,10.67,2.67,1.33,5.33,4.0,6.67,5.33,5.33,2.67,2.67,1.33
8.4,1.23,6.91,5.93,4.44,5.68,1.98,6.67,6.67,7.9,3.46,6.91,2.72,2.72,3.21,7.9,6.17,5.19,0.99,4.94
1.37,0.0,5.48,13.7,4.11,5.48,0.0,8.22,12.33,8.22,5.48,1.37,0.0,1.37,13.7,9.59,0.0,6.85,0.0,2.74
5.0,1.0,2.0,2.5,7.0,3.5,3.5,8.0,7.0,19.5,2.0,3.0,2.5,2.0,3.5,7.0,5.0,6.0,2.0,8.0
5.17,8.62,5.17,15.52,0.0,1.72,3.45,0.0,3.45,10.34,5.17,3.45,3.45,6.9,1.72,12.07,1.72,6.9,0.0,5.17
1.7,2.55,5.44,7.14,4.59,4.59,1.7,8.16,7.65,7.48,1.19,13.44,2.72,5.95,2.04,9.35,4.42,5.44,0.51,3.91
9.9,0.66,6.6,7.59,3.96,4.29,0.33,6.27,10.56,10.56,1.32,4.29,1.32,5.28,1.32,6.6,7.26,6.93,0.66,4.29
2.92,0.42,4.17,10.83,2.5,3.75,2.5,8.75,7.92,10.83,1.67,3.75,6.25,3.75,3.33,7.92,4.17,8.75,1.25,4.58
11.11,4.76,9.52,3.17,0.0,9.52,4.76,9.52,7.94,4.76,6.35,1.59,6.35,1.59,1.59,1.59,4.76,4.76,0.0,6.35
3.66,0.0,6.1,10.98,6.1,4.88,0.0,7.32,10.98,8.54,3.66,8.54,1.22,1.22,6.1,7.32,6.1,4.88,0.0,2.44
5.52,1.1,4.97,7.18,4.42,7.73,0.0,6.63,6.08,9.94,3.87,2.76,2.21,3.87,5.52,7.18,8.29,7.18,2.21,3.31
5.48,0.0,8.22,12.33,2.74,4.11,0.0,6.85,10.96,8.22,5.48,6.85,0.0,0.0,6.85,6.85,2.74,5.48,4.11,2.74
5.24,1.67,3.46,7.15,7.99,6.32,2.98,7.51,4.41,11.08,3.58,5.13,4.17,3.93,5.13,5.48,5.01,5.6,1.43,2.74
7.63,3.39,7.63,5.08,5.93,5.08,0.85,6.78,10.17,8.47,0.85,5.08,4.24,4.24,1.69,5.93,5.08,8.47,0.85,2.54
8.44,0.89,7.11,5.78,4.0,10.22,1.11,6.0,4.22,7.56,1.78,2.44,5.33,4.0,6.22,7.56,6.44,6.67,1.33,2.89
4.48,1.49,4.85,10.07,3.73,2.61,1.87,11.19,10.45,11.19,2.99,4.1,4.48,5.22,3.73,6.72,2.99,2.99,0.75,4.1
5.43,1.28,3.83,4.79,3.83,5.11,0.64,7.03,6.71,9.27,3.19,9.27,4.47,3.51,3.51,7.35,7.67,7.35,1.28,4.47
8.67,0.74,5.29,5.07,5.92,4.02,1.59,5.6,2.22,9.3,2.11,7.51,4.44,5.07,4.86,7.4,7.51,7.29,1.69,3.7
8.45,0.7,3.5,4.38,1.84,10.64,2.01,2.23,3.24,6.13,3.99,3.99,12.88,9.59,3.81,10.91,4.56,3.07,0.57,3.5
4.85,3.03,10.3,9.7,3.64,7.27,1.82,10.3,5.45,8.48,1.21,2.42,3.03,3.03,3.64,6.06,3.03,4.85,1.82,6.06
8.6,0.52,4.47,6.79,3.7,7.05,3.7,4.99,5.33,7.74,1.55,4.3,6.19,7.22,3.61,6.96,5.93,6.71,1.29,3.35
3.33,11.67,0.0,6.67,6.67,6.67,3.33,1.67,10.0,5.0,0.0,10.0,10.0,3.33,1.67,3.33,6.67,8.33,0.0,1.67
8.27,8.27,3.76,3.76,4.51,5.26,0.75,7.52,4.51,7.52,3.01,7.52,5.26,0.75,3.76,7.52,9.02,3.01,0.0,6.02
6.16,1.18,5.48,4.97,3.96,6.24,1.18,7.08,5.65,8.94,1.43,9.27,4.13,5.48,1.77,8.09,7.67,5.4,1.18,4.72
16.67,0.0,4.39,3.51,3.51,2.63,0.0,8.77,8.77,9.65,2.63,2.63,3.51,0.88,2.63,6.14,7.02,14.04,0.88,1.75
10.25,1.62,6.65,6.65,1.98,6.65,1.62,8.27,7.19,10.25,2.52,4.86,2.34,3.06,4.86,6.12,4.86,8.45,0.18,1.62
5.56,11.11,2.78,2.78,5.56,9.72,2.78,2.78,12.5,6.94,1.39,5.56,4.17,4.17,1.39,4.17,8.33,5.56,0.0,2.78
7.02,0.31,7.18,9.77,3.51,7.63,0.92,6.26,9.31,8.09,1.53,4.27,4.12,3.66,4.27,4.27,7.48,8.09,0.31,1.98
5.94,1.87,4.68,8.64,4.13,5.28,2.26,5.67,8.97,8.75,1.54,5.12,4.57,4.95,3.58,8.09,4.62,8.09,0.83,2.42
5.99,0.83,5.99,7.85,5.58,7.64,1.65,6.82,6.4,8.06,1.86,8.26,3.51,4.34,4.96,6.61,5.58,4.75,0.83,2.48
4.83,0.69,3.45,1.38,4.14,7.59,2.07,4.83,6.9,11.72,2.76,4.83,5.52,6.21,3.45,8.28,8.28,6.21,2.07,4.83
6.05,2.18,4.84,7.02,2.42,8.96,1.94,4.84,9.44,6.3,0.73,2.91,6.05,4.12,2.91,6.78,7.26,9.93,0.97,4.36
7.65,1.07,5.02,6.17,5.68,5.93,1.73,6.83,6.75,11.19,2.55,3.79,5.19,3.37,3.62,7.33,5.6,6.67,0.99,2.88
10.55,1.42,6.63,5.38,3.88,6.71,2.17,4.75,6.38,7.96,2.54,3.33,6.84,3.04,3.63,7.46,6.92,7.21,1.04,2.17
9.69,0.0,7.56,7.95,3.1,7.36,0.97,3.49,12.21,8.14,0.97,12.79,6.2,7.17,1.74,4.65,2.13,2.71,0.0,1.16
3.67,0.0,6.12,3.98,3.67,7.65,1.53,5.81,9.48,7.03,0.92,10.7,2.75,4.28,2.45,9.79,7.34,5.2,1.83,5.81
4.03,1.47,4.4,4.03,5.86,2.56,3.66,6.96,4.76,12.45,1.47,9.89,4.03,4.03,2.2,13.55,5.13,6.59,0.37,2.56
6.52,6.52,5.43,1.09,4.35,11.96,2.17,1.09,3.26,14.13,6.52,5.43,3.26,3.26,8.7,6.52,3.26,4.35,0.0,2.17
10.45,1.59,5.69,5.18,3.68,7.09,2.05,5.04,3.96,9.28,2.24,3.36,5.27,3.87,5.22,8.44,5.55,8.77,1.12,2.15
10.43,0.87,6.09,6.09,1.74,6.09,0.87,6.09,9.57,10.43,2.61,6.09,5.22,4.35,3.48,8.7,2.61,5.22,2.61,0.87
1.94,10.68,1.94,4.85,0.97,8.74,0.97,3.88,3.88,7.77,3.88,4.85,5.83,1.94,4.85,8.74,8.74,6.8,0.97,7.77
6.17,11.11,2.47,6.17,6.17,6.17,2.47,3.7,1.23,9.88,3.7,2.47,3.7,1.23,9.88,6.17,6.17,6.17,2.47,2.47
8.84,1.66,4.79,4.6,6.26,6.08,2.39,3.87,3.13,11.23,2.21,3.68,6.08,4.24,7.18,8.66,3.87,7.55,1.66,2.03
5.7,0.0,6.51,3.42,3.26,10.26,2.12,4.56,3.75,7.49,1.3,5.21,3.42,4.89,5.21,8.14,7.82,6.51,2.77,7.65
12.12,0.0,3.03,11.11,0.0,7.07,1.01,5.05,2.02,12.12,2.02,3.03,4.04,4.04,15.15,4.04,4.04,9.09,0.0,1.01
14.5,3.75,2.5,1.75,2.75,7.25,1.75,2.25,0.5,19.0,1.25,2.75,7.0,1.75,8.75,8.25,4.75,6.25,1.0,2.25
7.69,0.96,3.85,6.73,7.69,4.81,4.81,2.88,14.42,7.69,2.88,3.85,2.88,2.88,2.88,2.88,5.77,8.65,0.0,5.77
4.17,1.39,8.33,9.72,4.86,2.78,0.69,9.03,11.11,11.11,1.39,5.56,1.39,1.39,2.78,6.25,4.86,9.03,0.69,3.47
16.54,1.5,10.53,6.77,3.01,6.77,1.5,6.02,0.75,10.53,0.75,2.26,3.01,2.26,10.53,5.26,2.26,6.02,0.75,3.01
4.61,0.0,5.26,6.14,3.07,5.92,3.07,7.46,7.68,9.65,2.63,4.17,6.14,3.95,6.14,10.31,5.92,5.04,0.66,2.19
10.13,2.94,9.8,6.54,3.59,10.78,1.96,6.21,1.63,5.88,1.63,1.96,2.94,4.9,5.23,5.23,3.59,7.84,3.92,3.27
10.75,1.15,4.99,7.29,3.65,7.49,1.73,3.26,6.91,6.91,2.5,3.65,4.22,5.76,5.76,12.09,4.22,4.8,1.34,1.54
4.08,16.33,10.2,2.04,2.04,8.16,0.0,0.0,4.08,0.0,0.0,10.2,14.29,2.04,8.16,6.12,10.2,0.0,2.04,0.0
13.21,0.0,6.29,6.29,3.14,8.18,0.63,3.14,6.92,11.32,2.52,3.14,5.03,5.03,4.4,6.29,4.4,7.55,1.26,1.26
10.0,8.0,6.0,0.0,3.0,8.0,1.0,4.0,1.0,11.0,2.0,4.0,8.0,5.0,2.0,14.0,6.0,5.0,0.0,2.0
9.8,0.0,5.23,4.58,2.61,7.19,2.61,4.58,7.19,5.88,0.65,5.23,5.23,3.92,1.96,8.5,9.15,7.84,2.61,5.23
5.17,1.15,6.32,5.17,4.89,6.61,3.74,9.2,6.61,10.34,1.72,7.47,4.6,3.16,4.31,7.47,4.02,2.87,1.15,4.02
7.58,1.86,4.2,7.34,4.2,6.29,2.1,5.13,6.64,10.49,2.91,3.73,5.94,3.03,5.71,9.56,5.48,4.43,1.17,2.21
4.96,7.44,2.48,6.61,2.48,2.48,1.65,1.65,9.09,9.92,2.48,5.79,9.09,5.79,0.83,9.09,4.13,8.26,0.83,4.96
7.08,1.89,6.13,7.08,4.25,9.43,1.89,6.6,5.66,8.49,1.42,2.36,3.3,4.72,5.19,8.96,5.19,6.13,1.42,2.83
9.76,4.88,3.66,6.1,2.44,6.1,3.66,0.0,0.0,13.41,2.44,0.0,8.54,2.44,14.63,9.76,4.88,3.66,3.66,0.0
5.0,8.75,2.08,5.0,3.75,5.42,1.67,5.42,3.75,10.83,2.08,5.42,4.58,4.17,3.75,11.25,8.33,5.83,0.83,2.08
5.97,7.46,3.73,5.22,5.97,5.22,1.49,5.22,3.73,5.97,2.99,7.46,7.46,2.24,4.48,5.22,9.7,9.7,0.0,0.75
10.96,8.22,10.96,2.74,6.85,4.11,0.0,6.85,8.22,8.22,2.74,4.11,0.0,0.0,2.74,6.85,5.48,8.22,1.37,1.37
2.82,1.41,7.04,11.97,5.63,2.11,0.0,9.86,9.86,12.68,1.41,7.75,3.52,2.11,2.82,8.45,3.52,4.23,0.0,2.82
9.91,0.31,3.41,8.67,2.48,9.91,0.93,8.36,7.12,9.91,1.86,4.33,4.64,2.79,4.02,5.88,6.81,6.5,0.62,1.55
1.23,0.61,7.98,15.34,6.75,4.91,0.0,8.59,7.36,6.75,2.45,5.52,3.07,2.45,2.45,4.91,4.29,4.29,2.45,8.59
9.76,1.22,1.63,3.25,6.5,6.91,0.41,7.72,2.85,13.41,4.47,4.47,4.88,4.07,4.07,5.28,5.28,7.32,3.25,3.25
3.76,0.94,5.63,9.39,6.57,1.88,1.41,12.21,6.57,7.51,3.29,11.27,0.94,4.23,5.63,6.1,3.76,5.16,0.94,2.82
2.68,1.34,5.86,6.53,3.85,4.36,1.51,11.89,10.22,8.71,1.51,9.05,1.84,2.01,3.85,9.72,3.85,4.52,1.17,5.53
8.91,0.99,8.91,6.93,6.93,5.94,1.98,9.9,4.95,12.87,0.99,5.94,1.98,0.99,4.95,9.9,0.0,4.95,0.0,1.98
10.75,2.15,4.3,13.98,7.53,5.38,0.0,4.3,8.6,10.75,3.23,3.23,0.0,1.08,5.38,5.38,4.3,5.38,0.0,4.3
5.44,2.63,3.75,4.32,4.88,3.75,4.5,5.82,3.75,11.26,3.75,4.69,5.82,3.94,5.82,5.07,5.44,7.32,3.0,5.07
6.48,1.62,8.5,5.67,6.88,5.67,2.43,7.69,7.29,6.07,0.4,6.48,2.43,4.05,2.83,7.29,4.86,4.86,1.62,6.88
3.26,9.78,4.35,4.35,1.09,8.7,2.17,8.7,7.61,4.35,5.43,5.43,7.61,3.26,2.17,9.78,1.09,5.43,2.17,3.26
7.81,10.94,3.12,4.69,3.12,6.25,1.56,3.12,6.25,9.38,1.56,6.25,3.12,4.69,1.56,4.69,7.81,9.38,0.0,4.69
9.48,5.17,4.31,9.48,2.59,5.17,1.72,6.03,6.9,10.34,4.31,1.72,4.31,1.72,5.17,9.48,3.45,4.31,0.86,3.45
7.95,2.27,7.39,2.27,3.98,7.95,4.55,3.41,9.66,7.95,1.14,5.68,7.95,3.41,3.98,6.25,5.11,3.41,1.7,3.98
7.41,9.88,2.47,4.94,4.94,3.7,1.23,8.64,8.64,11.11,1.23,2.47,6.17,2.47,1.23,9.88,6.17,3.7,1.23,2.47
3.28,0.0,6.56,18.03,1.64,4.92,0.0,9.84,13.11,14.75,3.28,3.28,0.0,3.28,0.0,3.28,4.92,4.92,0.0,4.92
8.43,1.2,3.21,8.03,5.22,4.82,2.01,3.61,6.83,8.43,0.4,5.22,3.21,3.61,4.82,8.84,8.84,7.23,2.01,4.02
5.22,1.37,7.97,5.49,4.67,5.77,1.65,6.04,4.95,9.34,2.2,4.4,5.22,1.92,7.69,7.14,5.77,7.42,1.37,4.4
6.67,3.33,6.67,1.67,3.33,14.17,0.83,6.67,1.67,4.17,1.67,9.17,6.67,1.67,2.5,9.17,5.0,10.0,1.67,3.33
5.63,0.0,9.86,8.45,8.45,5.63,0.0,9.86,8.45,8.45,4.23,4.23,1.41,7.04,2.82,2.82,2.82,5.63,1.41,2.82
18.6,0.0,9.3,2.33,9.3,9.3,0.0,6.98,4.65,6.98,4.65,4.65,0.0,0.0,0.0,9.3,4.65,6.98,2.33,0.0
6.67,2.14,5.0,7.14,3.1,4.76,2.14,4.52,4.52,16.43,2.38,2.38,4.29,3.57,4.52,8.57,6.9,5.0,2.38,3.57
4.61,1.97,11.18,10.53,5.92,7.24,1.97,5.92,5.92,5.92,1.32,7.89,1.32,2.63,1.97,3.29,3.29,7.89,2.63,6.58
7.79,3.12,4.55,4.81,3.9,4.03,2.99,4.42,4.03,8.7,3.38,3.77,6.62,4.81,6.1,10.52,5.71,5.97,2.34,2.47
10.35,2.53,2.27,2.27,5.56,6.31,2.53,4.8,3.03,11.87,1.77,3.79,4.55,5.05,5.3,7.83,5.56,9.6,1.52,3.54
12.16,0.3,4.86,5.78,3.95,7.6,1.82,5.17,5.17,9.12,2.74,3.04,5.78,2.74,5.17,6.69,6.08,8.21,1.52,2.13
4.69,7.81,1.56,6.25,1.56,14.06,1.56,1.56,7.81,1.56,1.56,9.38,4.69,0.0,7.81,6.25,6.25,7.81,1.56,6.25
6.14,0.29,5.85,4.84,4.48,8.09,2.02,6.93,3.97,8.3,1.44,7.51,5.78,4.4,3.47,8.01,7.51,5.85,1.08,4.04
10.11,0.88,5.89,7.75,3.34,9.62,4.02,3.63,3.63,9.03,1.18,2.45,4.81,5.89,7.16,4.71,4.02,7.07,1.28,3.53
9.22,1.42,9.93,5.67,4.96,12.06,0.71,5.67,2.84,4.26,1.42,7.8,2.84,5.67,2.84,8.51,4.26,2.13,2.13,5.67
7.66,2.06,2.24,5.05,5.98,9.35,0.93,7.66,3.93,11.78,2.24,3.55,5.98,2.99,2.43,5.61,5.05,9.72,2.06,3.74
9.65,0.52,4.74,6.33,3.83,8.66,2.89,2.33,1.25,12.06,1.12,2.07,7.84,6.07,6.29,7.06,6.16,8.4,0.95,1.81
14.61,0.0,12.36,7.87,0.0,2.25,1.12,2.25,3.37,13.48,1.12,2.25,1.12,3.37,16.85,5.62,5.62,5.62,0.0,1.12
4.77,1.53,5.53,4.96,6.68,6.49,3.05,5.92,5.34,11.26,1.53,3.44,5.53,4.58,5.34,7.44,5.92,6.49,1.34,2.86
3.7,9.88,6.17,3.7,9.88,3.7,0.0,4.94,8.64,4.94,3.7,7.41,3.7,3.7,6.17,3.7,6.17,6.17,0.0,3.7
5.48,1.37,5.02,9.13,6.39,7.31,2.28,5.48,7.76,12.79,2.74,2.28,3.65,1.37,5.48,6.85,5.48,5.02,0.91,3.2
1.24,3.73,1.24,1.86,19.88,3.73,0.0,18.63,6.83,8.07,1.24,4.97,0.62,0.62,2.48,8.07,1.24,8.7,0.62,6.21
8.11,2.7,5.41,4.5,2.7,9.01,0.9,4.5,7.21,7.21,3.6,2.7,6.31,4.5,4.5,5.41,5.41,10.81,1.8,2.7
6.12,2.27,4.54,2.04,6.58,7.26,2.04,8.84,3.63,11.34,2.27,1.36,5.44,2.49,5.22,7.48,7.03,6.8,3.4,3.85
8.05,0.0,5.75,17.24,1.15,4.6,2.3,2.3,2.3,9.2,3.45,0.0,3.45,2.3,20.69,4.6,4.6,5.75,2.3,0.0
8.0,9.33,5.33,0.0,5.33,6.67,5.33,0.0,6.67,12.0,5.33,2.67,2.67,1.33,6.67,5.33,8.0,9.33,0.0,0.0
12.47,2.45,4.5,6.54,3.68,7.98,1.64,1.23,1.84,14.31,0.82,1.02,11.25,3.07,7.36,7.16,3.48,6.34,1.02,1.84
14.29,1.3,9.09,7.79,0.0,3.9,0.0,2.6,2.6,15.58,2.6,5.19,6.49,10.39,3.9,2.6,2.6,3.9,0.0,5.19
4.32,0.96,6.24,8.52,5.88,6.0,2.16,6.24,6.12,9.36,2.28,5.76,4.44,3.84,3.96,7.2,4.32,5.16,2.28,4.92
6.72,1.49,4.48,7.46,2.99,2.99,1.49,11.94,8.96,12.69,1.49,10.45,1.49,2.99,2.24,6.72,4.48,2.99,0.75,5.22
13.4,0.0,7.22,7.73,5.67,3.09,0.0,6.19,10.82,8.76,1.55,4.12,1.03,5.15,1.55,4.12,4.64,11.86,0.0,3.09
2.86,2.86,7.14,4.29,2.86,10.0,7.14,5.71,1.43,12.86,1.43,0.0,0.0,8.57,11.43,7.14,7.14,7.14,0.0,0.0
4.23,9.86,5.63,5.63,1.41,7.04,1.41,5.63,2.82,14.08,2.82,8.45,2.82,2.82,5.63,4.23,5.63,9.86,0.0,0.0
3.32,3.65,4.65,5.98,5.98,4.98,3.65,5.32,1.99,9.97,1.0,5.98,7.64,4.98,7.97,10.96,5.32,4.65,0.66,1.33
4.0,0.5,11.5,7.5,1.5,12.0,2.5,6.0,0.5,1.5,4.5,5.5,8.5,5.5,8.0,9.0,0.0,1.0,4.0,6.5
5.54,0.14,7.44,8.32,3.92,4.33,3.18,10.01,6.96,8.72,2.84,4.8,3.65,4.73,4.46,4.8,5.34,5.81,0.74,4.26
3.52,0.0,7.75,11.27,1.41,4.93,4.23,9.15,10.56,9.15,2.82,2.11,1.41,4.23,4.93,5.63,3.52,6.34,0.7,6.34
4.1,3.28,5.74,5.74,1.64,6.56,1.64,11.48,4.1,11.48,4.1,8.2,0.82,7.38,2.46,9.84,2.46,4.1,0.0,4.92
8.68,0.91,0.46,2.74,8.22,7.76,4.57,13.24,4.11,15.07,3.2,1.37,3.2,0.46,1.83,5.48,7.31,5.48,2.28,3.65
37.04,0.0,4.94,4.94,1.23,8.64,2.47,0.0,0.0,9.88,1.23,0.0,4.94,0.0,6.17,3.7,3.7,9.88,1.23,0.0
5.94,17.82,4.95,7.92,4.95,8.91,0.0,0.99,1.98,5.94,0.99,6.93,3.96,1.98,6.93,3.96,6.93,6.93,0.0,1.98
